学号,证书名称,证书编号,获得日期,状态,审核人,审核意见
202500607,全国计算机等级考试二级证书,624686713,2025-09-12,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500608,全国计算机等级考试二级证书,524749518,2026-07-06,通过,陈晓宇,材料齐全，同意认定
202500609,大学英语四级证书,7100329650,2025-04-26,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500610,机动车驾驶证（C1）,3706499461,2025-03-16,通过,陈晓宇,符合认定条件，通过
202500611,机动车驾驶证（C1）,3706458198,2025-02-09,待审核,,
202500612,AutoCAD 机械设计工程师认证,CAD183870,2025-11-22,待审核,,
202500613,机动车驾驶证（C1）,3706583949,2026-01-27,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500614,大学英语六级证书,6400120544,2026-03-25,公示中,陈晓宇,佐证材料完整，予以通过
202500615,大学英语四级证书,7100963333,2026-01-17,通过,陈晓宇,材料齐全，同意认定
202500616,全国计算机等级考试二级证书,573709571,2025-07-08,通过,陈晓宇,材料齐全，同意认定
202500617,大学英语四级证书,7100447381,2025-04-12,驳回,陈晓宇,认定依据不足，请补充说明材料
202500618,机动车驾驶证（C1）,3706508577,2026-06-19,待审核,,
202500620,机动车驾驶证（C1）,3706685790,2025-09-19,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500621,全国计算机等级考试二级证书,629761266,2026-07-20,通过,陈晓宇,符合认定条件，通过
202500622,大学英语四级证书,7100709199,2025-08-26,待审核,,
202500623,大学英语六级证书,6400295845,2025-01-23,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500625,全国计算机等级考试二级证书,643604712,2026-05-01,通过,陈晓宇,佐证材料完整，予以通过
202500627,机动车驾驶证（C1）,3706992305,2026-07-11,通过,陈晓宇,佐证材料完整，予以通过
202500628,大学英语四级证书,7100329006,2025-04-19,通过,陈晓宇,材料齐全，同意认定
202500630,全国计算机等级考试二级证书,639797429,2025-01-09,通过,陈晓宇,佐证材料完整，予以通过
202500632,AutoCAD 机械设计工程师认证,CAD942845,2025-03-11,通过,陈晓宇,材料齐全，同意认定
202500633,全国计算机等级考试二级证书,522574145,2026-04-16,通过,陈晓宇,佐证材料完整，予以通过
202500634,大学英语六级证书,6400793337,2026-08-15,通过,陈晓宇,材料齐全，同意认定
202500635,AutoCAD 机械设计工程师认证,CAD935137,2026-01-21,待审核,,
202500636,普通话水平测试二级甲等证书,373435907,2026-07-27,通过,陈晓宇,符合认定条件，通过
202500638,机动车驾驶证（C1）,3706300740,2025-08-06,通过,陈晓宇,符合认定条件，通过
202500639,普通话水平测试二级甲等证书,372839426,2026-01-03,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500640,AutoCAD 机械设计工程师认证,CAD201016,2025-02-18,通过,陈晓宇,符合认定条件，通过
202500642,AutoCAD 机械设计工程师认证,CAD733118,2025-09-14,驳回,陈晓宇,认定依据不足，请补充说明材料
202500643,AutoCAD 机械设计工程师认证,CAD405208,2025-01-23,通过,陈晓宇,佐证材料完整，予以通过
202500646,机动车驾驶证（C1）,3706198502,2026-05-12,驳回,陈晓宇,认定依据不足，请补充说明材料
202500648,大学英语六级证书,6400381155,2026-02-19,通过,陈晓宇,佐证材料完整，予以通过
202500649,大学英语六级证书,6400208979,2026-05-13,驳回,陈晓宇,认定依据不足，请补充说明材料
202500652,普通话水平测试二级甲等证书,377067349,2025-07-09,通过,陈晓宇,材料齐全，同意认定
202500653,全国计算机等级考试二级证书,568380952,2025-07-01,通过,陈晓宇,佐证材料完整，予以通过
202500655,AutoCAD 机械设计工程师认证,CAD102298,2025-06-19,通过,陈晓宇,材料齐全，同意认定
202500656,大学英语四级证书,7100572974,2026-07-27,通过,陈晓宇,材料齐全，同意认定
202500659,普通话水平测试二级甲等证书,370357457,2025-11-13,通过,陈晓宇,佐证材料完整，予以通过
202500660,全国计算机等级考试二级证书,583922912,2025-08-02,通过,陈晓宇,佐证材料完整，予以通过
202500661,机动车驾驶证（C1）,3706686826,2026-01-23,通过,陈晓宇,佐证材料完整，予以通过
202500663,全国计算机等级考试二级证书,519586863,2025-05-21,通过,陈晓宇,佐证材料完整，予以通过
202500664,全国计算机等级考试二级证书,525364887,2025-01-14,通过,陈晓宇,材料齐全，同意认定
202500665,普通话水平测试二级甲等证书,377542293,2025-08-13,通过,陈晓宇,材料齐全，同意认定
202500666,全国计算机等级考试二级证书,568259836,2026-03-09,待审核,,
202500667,普通话水平测试二级甲等证书,376278668,2025-08-27,待审核,,
202500668,全国计算机等级考试二级证书,543412789,2026-05-23,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500669,机动车驾驶证（C1）,3706721144,2026-08-07,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500670,大学英语六级证书,6400453492,2025-11-27,待审核,,
202500671,大学英语六级证书,6400800520,2025-03-10,待审核,,
202500672,机动车驾驶证（C1）,3706232576,2026-04-08,通过,陈晓宇,材料齐全，同意认定
202500674,AutoCAD 机械设计工程师认证,CAD509021,2025-09-25,通过,陈晓宇,佐证材料完整，予以通过
202500675,普通话水平测试二级甲等证书,379646447,2025-09-27,通过,陈晓宇,佐证材料完整，予以通过
202500676,机动车驾驶证（C1）,3706745274,2025-08-16,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500677,全国计算机等级考试二级证书,611922350,2025-05-27,通过,陈晓宇,材料齐全，同意认定
202500678,AutoCAD 机械设计工程师认证,CAD891767,2026-04-12,通过,陈晓宇,符合认定条件，通过
202500679,普通话水平测试二级甲等证书,373555189,2026-02-24,通过,陈晓宇,材料齐全，同意认定
202500680,大学英语六级证书,6400474979,2025-03-28,通过,陈晓宇,材料齐全，同意认定
202500681,AutoCAD 机械设计工程师认证,CAD697336,2025-06-05,待审核,,
202500682,大学英语六级证书,6400423526,2026-04-07,通过,陈晓宇,材料齐全，同意认定
202500683,大学英语四级证书,7100892430,2025-05-15,通过,陈晓宇,佐证材料完整，予以通过
202500684,AutoCAD 机械设计工程师认证,CAD195032,2025-06-14,待审核,,
202500685,机动车驾驶证（C1）,3706650476,2025-11-21,驳回,陈晓宇,认定依据不足，请补充说明材料
202500688,普通话水平测试二级甲等证书,373570210,2026-04-13,通过,陈晓宇,材料齐全，同意认定
202500689,全国计算机等级考试二级证书,517763383,2026-03-03,通过,陈晓宇,佐证材料完整，予以通过
202500690,大学英语四级证书,7100335916,2025-11-08,待审核,,
202500691,机动车驾驶证（C1）,3706595714,2026-04-08,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500692,全国计算机等级考试二级证书,562762946,2026-05-23,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500693,大学英语六级证书,6400303243,2025-01-03,通过,陈晓宇,符合认定条件，通过
202500694,全国计算机等级考试二级证书,622659225,2026-02-16,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500696,普通话水平测试二级甲等证书,371348079,2025-07-23,待审核,,
202500697,机动车驾驶证（C1）,3706289927,2026-08-04,通过,陈晓宇,佐证材料完整，予以通过
202500698,全国计算机等级考试二级证书,568694574,2026-02-08,待审核,,
202500699,机动车驾驶证（C1）,3706338026,2026-07-02,通过,陈晓宇,佐证材料完整，予以通过
202500700,AutoCAD 机械设计工程师认证,CAD241840,2026-02-08,通过,陈晓宇,佐证材料完整，予以通过
202500701,机动车驾驶证（C1）,3706212126,2026-05-27,驳回,陈晓宇,认定依据不足，请补充说明材料
202500702,全国计算机等级考试二级证书,607557692,2025-06-15,通过,陈晓宇,符合认定条件，通过
202500703,大学英语六级证书,6400424033,2025-04-19,通过,陈晓宇,符合认定条件，通过
202500704,机动车驾驶证（C1）,3706665011,2025-03-10,待审核,,
202500705,普通话水平测试二级甲等证书,371384749,2026-06-08,通过,陈晓宇,材料齐全，同意认定
202500707,全国计算机等级考试二级证书,622583139,2025-08-02,通过,陈晓宇,符合认定条件，通过
202500708,大学英语四级证书,7100214365,2025-01-05,通过,陈晓宇,佐证材料完整，予以通过
202500709,大学英语六级证书,6400694336,2026-04-22,通过,陈晓宇,符合认定条件，通过
202500710,全国计算机等级考试二级证书,603233082,2026-07-23,通过,陈晓宇,材料齐全，同意认定
202500711,AutoCAD 机械设计工程师认证,CAD356808,2025-03-19,通过,陈晓宇,符合认定条件，通过
202500712,AutoCAD 机械设计工程师认证,CAD537300,2026-02-08,通过,陈晓宇,佐证材料完整，予以通过
202500713,全国计算机等级考试二级证书,609560114,2026-06-21,通过,陈晓宇,符合认定条件，通过
202500714,AutoCAD 机械设计工程师认证,CAD476690,2025-10-21,通过,陈晓宇,材料齐全，同意认定
202500715,机动车驾驶证（C1）,3706943785,2025-12-16,待审核,,
202500716,AutoCAD 机械设计工程师认证,CAD416456,2025-04-23,通过,陈晓宇,材料齐全，同意认定
202500717,大学英语六级证书,6400363269,2026-02-05,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500718,机动车驾驶证（C1）,3706779723,2026-02-18,通过,陈晓宇,佐证材料完整，予以通过
202500719,机动车驾驶证（C1）,3706583975,2026-06-10,通过,陈晓宇,佐证材料完整，予以通过
202500720,机动车驾驶证（C1）,3706501116,2026-07-13,待审核,,
202500721,普通话水平测试二级甲等证书,371863652,2025-02-09,通过,陈晓宇,符合认定条件，通过
202500722,大学英语四级证书,7100949320,2025-07-21,通过,陈晓宇,材料齐全，同意认定
202500723,全国计算机等级考试二级证书,597785436,2026-06-08,通过,陈晓宇,符合认定条件，通过
202500724,普通话水平测试二级甲等证书,371331868,2025-08-13,待审核,,
202500725,大学英语四级证书,7100117473,2025-01-14,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500726,全国计算机等级考试二级证书,643978424,2026-03-06,通过,陈晓宇,佐证材料完整，予以通过
202500727,机动车驾驶证（C1）,3706547010,2025-06-04,驳回,陈晓宇,认定依据不足，请补充说明材料
202500729,大学英语四级证书,7100550711,2025-02-18,通过,陈晓宇,符合认定条件，通过
202500730,AutoCAD 机械设计工程师认证,CAD623884,2026-03-26,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500732,普通话水平测试二级甲等证书,373424453,2025-02-04,通过,陈晓宇,符合认定条件，通过
202500733,大学英语六级证书,6400180535,2025-11-14,公示中,陈晓宇,符合认定条件，通过
202500734,全国计算机等级考试二级证书,531979537,2025-11-28,通过,陈晓宇,符合认定条件，通过
202500736,普通话水平测试二级甲等证书,376466151,2025-06-05,通过,陈晓宇,佐证材料完整，予以通过
202500737,全国计算机等级考试二级证书,531640294,2025-11-28,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500739,大学英语六级证书,6400214310,2026-06-25,通过,吴敏,佐证材料完整，予以通过
202500740,大学英语六级证书,6400290949,2025-08-08,通过,吴敏,符合认定条件，通过
202500743,机动车驾驶证（C1）,3706361330,2025-12-04,待审核,,
202500745,全国计算机等级考试二级证书,629949989,2025-04-16,通过,吴敏,佐证材料完整，予以通过
202500746,全国计算机等级考试二级证书,512930187,2025-06-27,通过,吴敏,符合认定条件，通过
202500747,大学英语六级证书,6400173710,2026-06-11,通过,吴敏,佐证材料完整，予以通过
202500748,机动车驾驶证（C1）,3706580552,2026-05-24,通过,吴敏,佐证材料完整，予以通过
202500749,全国计算机等级考试二级证书,598999248,2026-05-22,通过,吴敏,符合认定条件，通过
202500750,机动车驾驶证（C1）,3706882957,2025-01-23,通过,吴敏,佐证材料完整，予以通过
202500751,机动车驾驶证（C1）,3706507311,2026-08-06,待审核,,
202500752,机动车驾驶证（C1）,3706814466,2026-06-18,驳回,吴敏,时间信息有误，请核对后重新提交
202500754,大学英语四级证书,7100362237,2025-08-24,通过,吴敏,材料齐全，同意认定
202500756,机动车驾驶证（C1）,3706206113,2025-10-09,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500757,大学英语六级证书,6400885227,2025-01-05,待审核,,
202500758,全国计算机等级考试二级证书,629046057,2025-04-12,通过,吴敏,佐证材料完整，予以通过
202500759,大学英语六级证书,6400433621,2026-03-28,通过,吴敏,材料齐全，同意认定
202500760,大学英语四级证书,7100936109,2026-06-01,通过,吴敏,材料齐全，同意认定
202500763,大学英语六级证书,6400664265,2026-07-21,待审核,,
202500764,AutoCAD 机械设计工程师认证,CAD116115,2026-03-02,待审核,,
202500766,大学英语四级证书,7100408479,2026-01-01,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500767,全国计算机等级考试二级证书,518333904,2025-01-15,待审核,,
202500769,大学英语六级证书,6400712800,2026-05-26,待审核,,
202500770,AutoCAD 机械设计工程师认证,CAD712741,2026-06-22,通过,吴敏,符合认定条件，通过
202500771,机动车驾驶证（C1）,3706373818,2026-04-23,通过,吴敏,材料齐全，同意认定
202500772,大学英语六级证书,6400710165,2026-06-11,待审核,,
202500773,全国计算机等级考试二级证书,623417496,2026-02-10,待审核,,
202500774,大学英语四级证书,7100291759,2025-04-12,通过,吴敏,符合认定条件，通过
202500775,大学英语四级证书,7100754689,2025-03-11,通过,吴敏,佐证材料完整，予以通过
202500776,机动车驾驶证（C1）,3706775712,2025-02-08,待审核,,
202500778,全国计算机等级考试二级证书,629022210,2026-02-26,待审核,,
202500779,机动车驾驶证（C1）,3706207816,2025-12-10,公示中,吴敏,佐证材料完整，予以通过
202500781,全国计算机等级考试二级证书,559943502,2025-09-08,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500782,大学英语四级证书,7100888199,2025-12-06,待审核,,
202500783,全国计算机等级考试二级证书,539632003,2025-11-16,待审核,,
202500785,机动车驾驶证（C1）,3706130332,2026-06-04,待审核,,
202500786,全国计算机等级考试二级证书,616468743,2026-01-03,公示中,吴敏,材料齐全，同意认定
202500788,AutoCAD 机械设计工程师认证,CAD517017,2025-10-11,通过,吴敏,材料齐全，同意认定
202500789,大学英语四级证书,7100700007,2025-03-07,驳回,吴敏,盖章缺失，请重新上传完整材料
202500790,大学英语四级证书,7100896711,2026-08-15,通过,吴敏,符合认定条件，通过
202500792,普通话水平测试二级甲等证书,374742273,2025-10-06,通过,吴敏,符合认定条件，通过
202500793,大学英语六级证书,6400245133,2026-07-25,待审核,,
202500794,机动车驾驶证（C1）,3706559751,2025-09-13,通过,吴敏,符合认定条件，通过
202500795,AutoCAD 机械设计工程师认证,CAD999948,2026-07-17,待审核,,
202500796,大学英语四级证书,7100717832,2026-07-03,通过,吴敏,佐证材料完整，予以通过
202500797,普通话水平测试二级甲等证书,371322769,2025-07-07,通过,吴敏,材料齐全，同意认定
202500801,机动车驾驶证（C1）,3706444649,2025-08-13,通过,吴敏,佐证材料完整，予以通过
202500803,大学英语六级证书,6400789052,2025-05-24,通过,吴敏,符合认定条件，通过
202500804,大学英语六级证书,6400857112,2026-05-09,通过,吴敏,佐证材料完整，予以通过
202500805,机动车驾驶证（C1）,3706387538,2026-06-18,驳回,杨光辉,时间信息有误，请核对后重新提交
202500806,大学英语四级证书,7100379107,2025-10-03,驳回,杨光辉,认定依据不足，请补充说明材料
202500807,大学英语六级证书,6400491588,2025-11-27,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500809,大学英语六级证书,6400520366,2026-07-25,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500810,大学英语六级证书,6400555163,2026-03-08,待审核,,
202500812,普通话水平测试二级甲等证书,379165906,2026-04-28,待审核,,
202500813,普通话水平测试二级甲等证书,371548701,2026-01-06,通过,杨光辉,符合认定条件，通过
202500815,普通话水平测试二级甲等证书,379260572,2025-06-22,通过,杨光辉,符合认定条件，通过
202500816,大学英语六级证书,6400200425,2026-02-18,通过,杨光辉,材料齐全，同意认定
202500817,机动车驾驶证（C1）,3706498391,2026-02-10,待审核,,
202500818,普通话水平测试二级甲等证书,377215772,2026-05-20,通过,杨光辉,材料齐全，同意认定
202500820,全国计算机等级考试二级证书,646239729,2025-01-24,通过,杨光辉,符合认定条件，通过
202500823,普通话水平测试二级甲等证书,379859448,2026-01-11,通过,杨光辉,材料齐全，同意认定
202500825,AutoCAD 机械设计工程师认证,CAD150582,2026-03-14,待审核,,
202500826,大学英语四级证书,7100731036,2026-05-22,驳回,杨光辉,盖章缺失，请重新上传完整材料
202500827,机动车驾驶证（C1）,3706625003,2025-12-27,待审核,,
202500828,大学英语四级证书,7100161744,2025-07-01,通过,杨光辉,材料齐全，同意认定
202500829,全国计算机等级考试二级证书,515070750,2025-08-27,待审核,,
202500830,大学英语六级证书,6400301562,2026-08-13,待审核,,
202500832,机动车驾驶证（C1）,3706610457,2026-01-23,通过,杨光辉,佐证材料完整，予以通过
202500833,普通话水平测试二级甲等证书,377366451,2026-02-28,通过,杨光辉,佐证材料完整，予以通过
202500834,普通话水平测试二级甲等证书,371399425,2026-08-20,驳回,杨光辉,时间信息有误，请核对后重新提交
202500835,AutoCAD 机械设计工程师认证,CAD626220,2026-03-20,待审核,,
202500836,大学英语六级证书,6400700749,2025-05-14,驳回,杨光辉,认定依据不足，请补充说明材料
202500837,机动车驾驶证（C1）,3706882021,2026-01-15,通过,杨光辉,符合认定条件，通过
202500840,大学英语六级证书,6400990896,2025-08-01,通过,杨光辉,符合认定条件，通过
202500841,机动车驾驶证（C1）,3706758763,2026-02-18,通过,杨光辉,符合认定条件，通过
202500842,大学英语四级证书,7100929360,2026-06-19,通过,杨光辉,符合认定条件，通过
202500844,普通话水平测试二级甲等证书,373169161,2026-03-19,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500846,全国计算机等级考试二级证书,615569716,2025-04-14,待审核,,
202500847,大学英语四级证书,7100505547,2025-03-08,待审核,,
202500848,机动车驾驶证（C1）,3706626547,2025-04-03,驳回,杨光辉,认定依据不足，请补充说明材料
202500849,大学英语六级证书,6400162740,2025-08-12,待审核,,
202500850,机动车驾驶证（C1）,3706998386,2026-08-05,通过,杨光辉,材料齐全，同意认定
202500851,普通话水平测试二级甲等证书,375526618,2026-06-24,待审核,,
202500852,全国计算机等级考试二级证书,605626464,2025-04-13,通过,杨光辉,符合认定条件，通过
202500853,机动车驾驶证（C1）,3706736878,2025-10-24,通过,杨光辉,佐证材料完整，予以通过
202500854,大学英语四级证书,7100107894,2025-07-05,通过,杨光辉,材料齐全，同意认定
202500856,机动车驾驶证（C1）,3706784242,2025-06-21,通过,杨光辉,符合认定条件，通过
202500857,AutoCAD 机械设计工程师认证,CAD841318,2026-03-13,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500858,大学英语四级证书,7100367795,2026-06-16,通过,杨光辉,符合认定条件，通过
202500859,普通话水平测试二级甲等证书,375884922,2025-02-23,公示中,杨光辉,材料齐全，同意认定
202500860,AutoCAD 机械设计工程师认证,CAD588262,2026-06-06,驳回,杨光辉,材料不完整，请补充佐证后重新提交
202500861,大学英语六级证书,6400137280,2026-06-04,通过,杨光辉,材料齐全，同意认定
202500862,大学英语六级证书,6400739939,2025-07-22,通过,杨光辉,材料齐全，同意认定
202500863,全国计算机等级考试二级证书,577955029,2026-05-24,通过,杨光辉,材料齐全，同意认定
202500864,全国计算机等级考试二级证书,604649749,2026-07-06,驳回,杨光辉,时间信息有误，请核对后重新提交
202500865,大学英语四级证书,7100846484,2026-07-09,通过,杨光辉,符合认定条件，通过
202500866,大学英语四级证书,7100675896,2026-02-20,通过,杨光辉,佐证材料完整，予以通过
202500867,大学英语六级证书,6400947770,2026-03-23,通过,杨光辉,佐证材料完整，予以通过
202500868,大学英语四级证书,7100753463,2026-07-20,待审核,,
202500869,全国计算机等级考试二级证书,513430444,2025-10-27,通过,杨光辉,材料齐全，同意认定
202500870,机动车驾驶证（C1）,3706424411,2025-05-13,通过,杨光辉,佐证材料完整，予以通过
202500871,普通话水平测试二级甲等证书,374967576,2026-01-19,待审核,,
202500872,大学英语六级证书,6400671003,2025-09-22,通过,蒋明辉,佐证材料完整，予以通过
202500873,大学英语四级证书,7100924858,2025-09-14,驳回,蒋明辉,认定依据不足，请补充说明材料
202500874,大学英语六级证书,6400970455,2025-03-11,通过,蒋明辉,符合认定条件，通过
202500875,全国计算机等级考试二级证书,587284549,2025-04-16,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500876,全国计算机等级考试二级证书,602134532,2026-07-09,通过,蒋明辉,材料齐全，同意认定
202500878,机动车驾驶证（C1）,3706791377,2026-02-06,通过,蒋明辉,佐证材料完整，予以通过
202500879,全国计算机等级考试二级证书,528696863,2025-10-18,驳回,蒋明辉,时间信息有误，请核对后重新提交
202500881,大学英语四级证书,7100788743,2025-06-18,通过,蒋明辉,材料齐全，同意认定
202500882,大学英语四级证书,7100289300,2025-05-21,驳回,蒋明辉,材料不完整，请补充佐证后重新提交
202500884,大学英语六级证书,6400940306,2026-01-08,通过,蒋明辉,材料齐全，同意认定
202500885,大学英语四级证书,7100684514,2025-04-12,待审核,,
202500886,机动车驾驶证（C1）,3706665796,2026-02-26,通过,蒋明辉,符合认定条件，通过
202500887,机动车驾驶证（C1）,3706535189,2025-04-17,通过,蒋明辉,佐证材料完整，予以通过
202500890,全国计算机等级考试二级证书,596291074,2026-07-28,通过,蒋明辉,材料齐全，同意认定
202500891,普通话水平测试二级甲等证书,371267653,2025-04-25,通过,蒋明辉,符合认定条件，通过
202500892,机动车驾驶证（C1）,3706482386,2025-07-25,通过,蒋明辉,佐证材料完整，予以通过
202500893,AutoCAD 机械设计工程师认证,CAD759503,2026-04-08,待审核,,
202500894,大学英语四级证书,7100392977,2026-05-23,驳回,蒋明辉,盖章缺失，请重新上传完整材料
202500896,机动车驾驶证（C1）,3706121635,2025-07-16,通过,蒋明辉,材料齐全，同意认定
202500898,全国计算机等级考试二级证书,586229636,2026-03-06,待审核,,
202500900,大学英语六级证书,6400705353,2025-08-03,公示中,蒋明辉,佐证材料完整，予以通过
