学号,姓名,性别,民族,政治面貌,出生日期,手机,邮箱,年级,学院,专业,班级,生源地,辅导员工号
202600931,潘朗峰,男,汉族,共青团员,2008-03-18,18282657225,202600931@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2601班,山东临沂,C0004
202600932,丁采薇,女,满族,共青团员,2008-09-13,19289535211,202600932@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2601班,辽宁大连,C0004
202600933,廖庆丰,男,汉族,共青团员,2008-11-06,15198736908,202600933@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2601班,辽宁大连,C0004
202600934,肖嘉懿,女,汉族,共青团员,2008-07-05,13683458812,202600934@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2601班,河南郑州,C0004
202600935,张致远,男,汉族,共青团员,2008-04-28,15915498366,202600935@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东临沂,C0004
202600936,陈嘉树,男,汉族,共青团员,2008-04-07,13129256950,202600936@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山西太原,C0004
202600937,董云舟,男,回族,共青团员,2008-05-12,15327805462,202600937@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,辽宁大连,C0004
202600938,毛云舟,男,壮族,共青团员,2008-01-11,15621493455,202600938@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,河南郑州,C0004
202600939,黄云舟,男,汉族,共青团员,2008-12-07,15012341365,202600939@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,黑龙江哈尔滨,C0004
202600940,薛宇轩,男,汉族,共青团员,2008-11-09,18453276974,202600940@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,吉林长春,C0004
202600941,肖承宇,男,汉族,共青团员,2008-02-04,15485358929,202600941@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东济南,C0004
202600942,宋海宁,女,汉族,共青团员,2008-06-22,17520002802,202600942@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,河南郑州,C0004
202600943,吕宇轩,男,汉族,共青团员,2008-03-11,15187504107,202600943@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山西太原,C0004
202600944,尹景行,男,汉族,群众,2008-09-07,17365216468,202600944@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,吉林长春,C0004
202600945,林宗翰,男,汉族,共青团员,2008-06-09,19418566463,202600945@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,黑龙江哈尔滨,C0004
202600946,许庆丰,男,汉族,共青团员,2008-02-04,17956943284,202600946@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,江苏徐州,C0004
202600947,尹子轩,男,汉族,共青团员,2008-07-17,17484633191,202600947@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,辽宁大连,C0004
202600948,董文博,男,壮族,共青团员,2008-04-18,18759684345,202600948@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东潍坊,C0004
202600949,金俊杰,男,汉族,共青团员,2008-02-27,17996626523,202600949@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东青岛,C0004
202600950,江依琳,女,汉族,群众,2008-01-04,19188563970,202600950@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,吉林长春,C0004
202600951,杜立群,男,汉族,共青团员,2008-02-07,18278385687,202600951@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东临沂,C0004
202600952,万立群,男,回族,共青团员,2008-02-28,18980931190,202600952@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东烟台,C0004
202600953,毛立群,男,汉族,共青团员,2008-12-24,18116221195,202600953@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东潍坊,C0004
202600954,覃嘉懿,女,汉族,共青团员,2008-07-25,17729165393,202600954@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东济南,C0004
202600955,卢子轩,男,满族,共青团员,2008-06-22,13950818527,202600955@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,河北石家庄,C0004
202600956,周文博,男,蒙古族,群众,2008-02-15,17107034863,202600956@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,辽宁大连,C0004
202600957,周振宇,男,汉族,共青团员,2008-09-04,19830057481,202600957@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东济宁,C0004
202600958,吴启铭,男,汉族,群众,2008-08-28,15240211553,202600958@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,河北石家庄,C0004
202600959,雷嘉树,男,壮族,共青团员,2008-12-18,18365870508,202600959@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东烟台,C0004
202600960,沈婉清,女,汉族,共青团员,2008-11-08,19583193776,202600960@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,安徽合肥,C0004
202600961,胡宇轩,男,满族,共青团员,2008-08-06,13926482207,202600961@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东淄博,C0004
202600962,苏文博,男,汉族,共青团员,2008-09-11,13731833525,202600962@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东烟台,C0004
202600963,石承宇,男,汉族,共青团员,2008-04-21,15886684219,202600963@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东潍坊,C0004
202600964,钟博文,男,汉族,共青团员,2008-03-15,15728021547,202600964@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,吉林长春,C0004
202600965,廖清扬,女,汉族,群众,2008-08-01,15939025727,202600965@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东青岛,C0004
202600966,韩俊杰,男,汉族,共青团员,2008-06-10,13188326616,202600966@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东临沂,C0004
202600967,龙语嫣,女,汉族,共青团员,2008-04-03,18267204271,202600967@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东淄博,C0004
202600968,汤佳琪,女,回族,共青团员,2008-06-04,19462851753,202600968@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2602班,山东济南,C0004
202600969,陆佳琪,女,汉族,群众,2008-01-15,17821392898,202600969@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,吉林长春,C0004
202600970,卢沛东,男,汉族,群众,2008-08-16,15417577977,202600970@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,安徽合肥,C0004
202600971,谢思远,男,回族,共青团员,2008-05-28,13162072646,202600971@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山西太原,C0004
202600972,马芳菲,女,汉族,群众,2008-11-19,13257188514,202600972@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东淄博,C0004
202600973,侯宗翰,男,汉族,共青团员,2008-10-15,17565649141,202600973@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东潍坊,C0004
202600974,吕雨泽,男,汉族,共青团员,2008-03-12,15836356466,202600974@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,河北石家庄,C0004
202600975,罗鸿飞,男,汉族,群众,2008-05-18,19992895709,202600975@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,黑龙江哈尔滨,C0004
202600976,钱悦宁,女,汉族,共青团员,2008-12-11,15065065718,202600976@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东临沂,C0004
202600977,肖向阳,男,汉族,共青团员,2008-06-14,15666676415,202600977@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东临沂,C0004
202600978,蒋承宇,男,汉族,共青团员,2008-10-23,17243942052,202600978@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东济宁,C0004
202600979,彭思颖,女,汉族,共青团员,2008-01-14,18331445579,202600979@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,河北石家庄,C0004
202600980,宋承宇,男,蒙古族,共青团员,2008-05-19,18675278535,202600980@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东济宁,C0004
202600981,丁致远,男,蒙古族,共青团员,2008-09-17,15047316579,202600981@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,吉林长春,C0004
202600982,贺承宇,男,蒙古族,群众,2008-04-27,13974065903,202600982@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东济南,C0004
202600983,覃明哲,男,满族,共青团员,2008-10-21,15733411436,202600983@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,吉林长春,C0004
202600984,胡映真,女,汉族,群众,2008-03-24,19601058209,202600984@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,安徽合肥,C0004
202600985,方承宇,男,汉族,共青团员,2008-01-04,17684134312,202600985@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东潍坊,C0004
202600986,钟泽楷,男,朝鲜族,共青团员,2008-03-15,18581983350,202600986@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山西太原,C0004
202600987,廖俊杰,男,回族,共青团员,2008-02-01,19209950406,202600987@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,河南郑州,C0004
202600988,雷云舟,男,汉族,共青团员,2008-01-27,15478247623,202600988@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,江苏徐州,C0004
202600989,韦嘉树,男,汉族,共青团员,2008-04-04,17078451786,202600989@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,吉林长春,C0004
202600990,向沛东,男,汉族,群众,2008-12-12,18252488140,202600990@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东潍坊,C0004
202600991,史思远,男,汉族,群众,2008-05-22,15214670021,202600991@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东临沂,C0004
202600992,姚梦琪,女,汉族,群众,2008-11-21,18329256039,202600992@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山西太原,C0004
202600993,曹俊杰,男,汉族,共青团员,2008-10-07,17815812226,202600993@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东青岛,C0004
202600994,武振宇,男,汉族,共青团员,2008-04-16,13440587973,202600994@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东潍坊,C0004
202600995,覃立群,男,蒙古族,共青团员,2008-10-17,15418337220,202600995@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,江苏徐州,C0004
202600996,戴泽楷,男,汉族,共青团员,2008-12-04,19036117351,202600996@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,吉林长春,C0004
202600997,雷思远,男,壮族,共青团员,2008-04-13,18934371400,202600997@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东临沂,C0004
202600998,马思颖,女,汉族,共青团员,2008-09-23,17429158770,202600998@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,河南郑州,C0004
202600999,黄朗峰,男,朝鲜族,共青团员,2008-07-04,18883215971,202600999@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东潍坊,C0004
202601000,江博文,男,朝鲜族,共青团员,2008-11-14,19944935081,202601000@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,山东淄博,C0004
202601001,吴俊杰,男,朝鲜族,共青团员,2008-06-22,15822089634,202601001@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,安徽合肥,C0004
202601002,郑嘉懿,女,满族,共青团员,2008-06-14,18612970142,202601002@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2603班,河南郑州,C0004
202601003,夏嘉懿,女,汉族,共青团员,2008-01-10,19533928023,202601003@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东临沂,C0004
202601004,侯天佑,男,汉族,共青团员,2008-11-02,13127558951,202601004@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,安徽合肥,C0004
202601005,贾思远,男,汉族,群众,2008-11-06,15323658093,202601005@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山西太原,C0004
202601006,姜书航,男,蒙古族,群众,2008-06-19,18736446637,202601006@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,河北石家庄,C0004
202601007,覃启铭,男,朝鲜族,共青团员,2008-10-20,15769708489,202601007@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,吉林长春,C0004
202601008,周家豪,男,蒙古族,共青团员,2008-11-09,18642442966,202601008@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,吉林长春,C0004
202601009,曾思远,男,汉族,共青团员,2008-04-07,13754431948,202601009@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,辽宁大连,C0004
202601010,闫丹妮,女,朝鲜族,群众,2008-08-06,13320675438,202601010@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,黑龙江哈尔滨,C0004
202601011,黄亦驰,男,回族,共青团员,2008-03-28,13383043826,202601011@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东潍坊,C0004
202601012,段向阳,男,汉族,群众,2008-04-10,17729916340,202601012@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,河南郑州,C0004
202601013,尹雅雯,女,汉族,共青团员,2008-07-24,13928442054,202601013@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济南,C0004
202601014,邓云舟,男,朝鲜族,共青团员,2008-06-04,15528632604,202601014@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济南,C0004
202601015,孟乐容,女,汉族,共青团员,2008-06-19,18567746345,202601015@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东潍坊,C0004
202601016,熊云舟,男,汉族,共青团员,2008-07-19,17541938768,202601016@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,辽宁大连,C0004
202601017,孟向阳,男,汉族,共青团员,2008-10-08,18865746266,202601017@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,河南郑州,C0004
202601018,崔书航,男,汉族,共青团员,2008-07-14,17592433836,202601018@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,吉林长春,C0004
202601019,何启铭,男,汉族,共青团员,2008-01-21,15297100189,202601019@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济宁,C0004
202601020,黎佳琪,女,汉族,共青团员,2008-03-05,19552638424,202601020@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济南,C0004
202601021,陆清扬,女,汉族,群众,2008-01-28,19294235706,202601021@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,黑龙江哈尔滨,C0004
202601022,董慧中,女,汉族,共青团员,2008-10-07,15966004593,202601022@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,黑龙江哈尔滨,C0004
202601023,高沛东,男,壮族,共青团员,2008-03-18,15335005364,202601023@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东淄博,C0004
202601024,钱昊天,男,汉族,共青团员,2008-12-06,19391142030,202601024@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,辽宁大连,C0004
202601025,任启铭,男,朝鲜族,共青团员,2008-03-01,13112217192,202601025@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,安徽合肥,C0004
202601026,范博文,男,汉族,共青团员,2008-02-15,18424350417,202601026@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东临沂,C0004
202601027,余思远,男,汉族,群众,2008-04-02,15668578655,202601027@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东烟台,C0004
202601028,钱书航,男,朝鲜族,共青团员,2008-01-06,17050544324,202601028@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东潍坊,C0004
202601029,罗书航,男,汉族,群众,2008-02-22,13913724837,202601029@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济宁,C0004
202601030,胡泽楷,男,满族,群众,2008-09-02,18537235179,202601030@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,吉林长春,C0004
202601031,万若曦,女,汉族,共青团员,2008-01-23,15498570978,202601031@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济南,C0004
202601032,侯沛东,男,汉族,群众,2008-11-20,13324917787,202601032@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,河南郑州,C0004
202601033,武若曦,女,汉族,共青团员,2008-08-22,13262650506,202601033@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东潍坊,C0004
202601034,汪思远,男,满族,共青团员,2008-07-08,13251228346,202601034@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,河南郑州,C0004
202601035,付明哲,男,汉族,群众,2008-03-15,17127034573,202601035@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,山东济南,C0004
202601036,顾俊杰,男,朝鲜族,共青团员,2008-09-01,13694662262,202601036@hitwh.edu.cn,2026级,汽车工程学院,车辆工程,车辆2604班,江苏徐州,C0004
202601037,龙朗峰,男,回族,共青团员,2008-05-04,18998890435,202601037@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,辽宁大连,C0008
202601038,夏宇轩,男,汉族,群众,2008-01-08,17255536525,202601038@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,辽宁大连,C0008
202601039,曾乐容,女,汉族,群众,2008-05-26,13486519437,202601039@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山西太原,C0008
202601040,龙静怡,女,汉族,共青团员,2008-06-23,19113486783,202601040@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东潍坊,C0008
202601041,尹雨泽,男,汉族,群众,2008-04-05,15143655700,202601041@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,安徽合肥,C0008
202601042,龚宗翰,男,汉族,共青团员,2008-07-21,19969497867,202601042@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济南,C0008
202601043,闫文博,男,汉族,群众,2008-04-11,18063700209,202601043@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,河北石家庄,C0008
202601044,谢慧中,女,汉族,共青团员,2008-04-17,18922936234,202601044@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东烟台,C0008
202601045,高庆丰,男,壮族,群众,2008-04-14,18301589859,202601045@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,吉林长春,C0008
202601046,毛泽楷,男,汉族,群众,2008-06-19,19105031868,202601046@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,黑龙江哈尔滨,C0008
202601047,史庆丰,男,汉族,共青团员,2008-12-08,17929094978,202601047@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济宁,C0008
202601048,戴文博,男,汉族,共青团员,2008-01-14,18079694707,202601048@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,吉林长春,C0008
202601049,卢泽楷,男,汉族,共青团员,2008-05-09,15161855008,202601049@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,河南郑州,C0008
202601050,万宇轩,男,汉族,共青团员,2008-10-28,13896343398,202601050@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,河南郑州,C0008
202601051,段启铭,男,满族,共青团员,2008-08-05,17529650298,202601051@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山西太原,C0008
202601052,邱朗峰,男,朝鲜族,共青团员,2008-11-20,18852646671,202601052@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,黑龙江哈尔滨,C0008
202601053,龚书航,男,汉族,群众,2008-04-14,19636652466,202601053@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济南,C0008
202601054,白雨桐,女,朝鲜族,共青团员,2008-08-10,18264494410,202601054@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东淄博,C0008
202601055,吕鸿飞,男,汉族,群众,2008-02-20,18792348376,202601055@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,河北石家庄,C0008
202601056,朱庆丰,男,汉族,共青团员,2008-10-10,18925277491,202601056@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东临沂,C0008
202601057,张思远,男,蒙古族,共青团员,2008-10-13,18724101858,202601057@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济南,C0008
202601058,董鸿飞,男,汉族,共青团员,2008-07-26,15032452289,202601058@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济南,C0008
202601059,谭沛东,男,汉族,共青团员,2008-06-22,19931912479,202601059@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济宁,C0008
202601060,蔡亦驰,男,汉族,群众,2008-07-09,13515865510,202601060@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东潍坊,C0008
202601061,郝沛东,男,回族,共青团员,2008-06-15,18155660782,202601061@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东淄博,C0008
202601062,姜宗翰,男,汉族,共青团员,2008-11-04,13926866097,202601062@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东烟台,C0008
202601063,潘云舟,男,汉族,共青团员,2008-10-05,19440745674,202601063@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东临沂,C0008
202601064,苏天佑,男,汉族,共青团员,2008-12-05,19953764024,202601064@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,河北石家庄,C0008
202601065,黄博文,男,壮族,共青团员,2008-05-25,15364834649,202601065@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东济宁,C0008
202601066,黄泽楷,男,满族,共青团员,2008-01-12,19613019208,202601066@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东潍坊,C0008
202601067,贺婉清,女,蒙古族,共青团员,2008-08-16,15134767387,202601067@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东烟台,C0008
202601068,张沛东,男,朝鲜族,共青团员,2008-12-10,19524317531,202601068@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山西太原,C0008
202601069,刘庆丰,男,汉族,共青团员,2008-09-04,15656553728,202601069@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东临沂,C0008
202601070,沈承宇,男,满族,共青团员,2008-08-28,13911063966,202601070@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2601班,山东烟台,C0008
202601071,彭雅雯,女,汉族,共青团员,2008-07-02,17821469940,202601071@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,辽宁大连,C0008
202601072,赵鸿飞,男,汉族,共青团员,2008-04-16,15580535420,202601072@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济南,C0008
202601073,沈梦洁,女,汉族,共青团员,2008-03-09,13762872397,202601073@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东淄博,C0008
202601074,彭子轩,男,汉族,共青团员,2008-06-17,19164609730,202601074@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,安徽合肥,C0008
202601075,高朗峰,男,蒙古族,共青团员,2008-09-21,17664116220,202601075@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济南,C0008
202601076,崔欣怡,女,汉族,共青团员,2008-09-08,17717777956,202601076@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山西太原,C0008
202601077,许浩然,男,回族,共青团员,2008-08-21,15625560682,202601077@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,河南郑州,C0008
202601078,张立群,男,朝鲜族,共青团员,2008-05-11,18123698030,202601078@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东临沂,C0008
202601079,万志强,男,满族,共青团员,2008-09-17,19812097830,202601079@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东临沂,C0008
202601080,田宇轩,男,回族,共青团员,2008-12-27,19666259962,202601080@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,安徽合肥,C0008
202601081,贺映真,女,汉族,群众,2008-10-19,19464710267,202601081@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,河南郑州,C0008
202601082,董依琳,女,汉族,共青团员,2008-07-13,13617536683,202601082@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济南,C0008
202601083,汤云舟,男,满族,群众,2008-02-20,13632730608,202601083@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济宁,C0008
202601084,程景行,男,汉族,群众,2008-11-14,17722577885,202601084@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东青岛,C0008
202601085,龙明哲,男,汉族,共青团员,2008-03-14,13017558827,202601085@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,辽宁大连,C0008
202601086,汪博文,男,汉族,群众,2008-06-12,15888466809,202601086@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东临沂,C0008
202601087,潘清扬,女,汉族,共青团员,2008-09-05,15445507232,202601087@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东淄博,C0008
202601088,徐明哲,男,蒙古族,共青团员,2008-02-26,15927453872,202601088@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东淄博,C0008
202601089,彭婉清,女,汉族,群众,2008-08-21,15673485298,202601089@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东淄博,C0008
202601090,孟致远,男,汉族,共青团员,2008-03-03,19004989670,202601090@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东烟台,C0008
202601091,程启铭,男,壮族,群众,2008-01-23,17427799824,202601091@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,黑龙江哈尔滨,C0008
202601092,段雨桐,女,汉族,共青团员,2008-03-09,18411827983,202601092@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东青岛,C0008
202601093,潘子轩,男,回族,共青团员,2008-06-02,15836125046,202601093@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东潍坊,C0008
202601094,田书航,男,汉族,群众,2008-05-01,17063498867,202601094@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济宁,C0008
202601095,石庆丰,男,汉族,群众,2008-06-14,13986477453,202601095@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,山东济宁,C0008
202601096,许云舟,男,壮族,共青团员,2008-01-13,13717732010,202601096@hitwh.edu.cn,2026级,汽车工程学院,能源与动力工程,能动2602班,辽宁大连,C0008
